"Partida"	"Puerta seleccionada"	"Puerta descubierta"	"Realizacion de cambio"	"Puerta final"	"Ganancia obtenida"
"449"	"449"	"C"	"B"	"Si"	"A"	"Coche"
"450"	"450"	"B"	"A"	"Si"	"C"	"Coche"
"451"	"451"	"B"	"C"	"No"	"B"	"Coche"
"452"	"452"	"C"	"B"	"Si"	"A"	"Cabra"
"453"	"453"	"A"	"C"	"No"	"A"	"Coche"
"454"	"454"	"B"	"C"	"No"	"B"	"Cabra"
"455"	"455"	"A"	"B"	"Si"	"C"	"Cabra"
"456"	"456"	"C"	"A"	"No"	"C"	"Cabra"
"457"	"457"	"B"	"A"	"No"	"B"	"Coche"
"458"	"458"	"A"	"B"	"No"	"A"	"Coche"
"459"	"459"	"B"	"C"	"Si"	"A"	"Coche"
"460"	"460"	"B"	"A"	"No"	"B"	"Cabra"
"461"	"461"	"A"	"B"	"Si"	"C"	"Coche"
"462"	"462"	"B"	"A"	"No"	"B"	"Coche"
"463"	"463"	"A"	"C"	"Si"	"B"	"Cabra"
"464"	"464"	"A"	"C"	"Si"	"B"	"Coche"
"465"	"465"	"C"	"A"	"Si"	"B"	"Coche"
"466"	"466"	"A"	"C"	"No"	"A"	"Coche"
"467"	"467"	"B"	"C"	"No"	"B"	"Cabra"
"468"	"468"	"B"	"A"	"Si"	"C"	"Cabra"
"469"	"469"	"A"	"C"	"No"	"A"	"Cabra"
"470"	"470"	"A"	"B"	"No"	"A"	"Cabra"
"471"	"471"	"A"	"C"	"Si"	"B"	"Coche"
"472"	"472"	"A"	"B"	"Si"	"C"	"Coche"
"473"	"473"	"A"	"B"	"No"	"A"	"Cabra"
"474"	"474"	"A"	"B"	"Si"	"C"	"Coche"
"475"	"475"	"C"	"B"	"No"	"C"	"Cabra"
"476"	"476"	"B"	"A"	"Si"	"C"	"Coche"
"477"	"477"	"B"	"C"	"Si"	"A"	"Coche"
"478"	"478"	"C"	"B"	"Si"	"A"	"Cabra"
"479"	"479"	"C"	"A"	"No"	"C"	"Coche"
"480"	"480"	"A"	"C"	"Si"	"B"	"Cabra"
"481"	"481"	"B"	"A"	"No"	"B"	"Coche"
"482"	"482"	"B"	"C"	"No"	"B"	"Coche"
"483"	"483"	"A"	"B"	"No"	"A"	"Coche"
"484"	"484"	"A"	"B"	"Si"	"C"	"Coche"
"485"	"485"	"A"	"B"	"No"	"A"	"Coche"
"486"	"486"	"A"	"C"	"Si"	"B"	"Coche"
"487"	"487"	"C"	"A"	"No"	"C"	"Cabra"
"488"	"488"	"A"	"C"	"Si"	"B"	"Coche"
"489"	"489"	"B"	"A"	"Si"	"C"	"Coche"
"490"	"490"	"B"	"C"	"Si"	"A"	"Coche"
"491"	"491"	"B"	"A"	"No"	"B"	"Coche"
"492"	"492"	"A"	"C"	"No"	"A"	"Cabra"
"493"	"493"	"A"	"B"	"No"	"A"	"Cabra"
"494"	"494"	"A"	"B"	"No"	"A"	"Cabra"
"495"	"495"	"C"	"B"	"Si"	"A"	"Coche"
"496"	"496"	"C"	"A"	"Si"	"B"	"Coche"
"497"	"497"	"C"	"A"	"Si"	"B"	"Coche"
"498"	"498"	"C"	"A"	"Si"	"B"	"Cabra"
"499"	"499"	"C"	"B"	"No"	"C"	"Cabra"
"500"	"500"	"B"	"C"	"No"	"B"	"Cabra"
"501"	"501"	"A"	"B"	"No"	"A"	"Cabra"
"502"	"502"	"C"	"B"	"Si"	"A"	"Coche"
"503"	"503"	"A"	"B"	"Si"	"C"	"Coche"
"504"	"504"	"A"	"C"	"No"	"A"	"Coche"
"505"	"505"	"A"	"B"	"No"	"A"	"Coche"
"506"	"506"	"B"	"A"	"No"	"B"	"Cabra"
"507"	"507"	"B"	"C"	"Si"	"A"	"Coche"
"508"	"508"	"A"	"B"	"No"	"A"	"Cabra"
"509"	"509"	"B"	"A"	"No"	"B"	"Cabra"
"510"	"510"	"C"	"A"	"No"	"C"	"Coche"
"511"	"511"	"C"	"B"	"No"	"C"	"Cabra"
"512"	"512"	"A"	"B"	"No"	"A"	"Coche"
"513"	"513"	"C"	"B"	"No"	"C"	"Cabra"
"514"	"514"	"B"	"C"	"No"	"B"	"Cabra"
"515"	"515"	"A"	"C"	"No"	"A"	"Cabra"
"516"	"516"	"B"	"C"	"Si"	"A"	"Cabra"
"517"	"517"	"B"	"A"	"No"	"B"	"Coche"
"518"	"518"	"A"	"C"	"Si"	"B"	"Coche"
"519"	"519"	"C"	"B"	"Si"	"A"	"Coche"
"520"	"520"	"C"	"B"	"Si"	"A"	"Coche"
"521"	"521"	"C"	"A"	"No"	"C"	"Coche"
"522"	"522"	"C"	"A"	"Si"	"B"	"Cabra"
"523"	"523"	"C"	"A"	"Si"	"B"	"Coche"
"524"	"524"	"A"	"B"	"No"	"A"	"Coche"
"525"	"525"	"A"	"B"	"No"	"A"	"Cabra"
"526"	"526"	"A"	"B"	"No"	"A"	"Cabra"
"527"	"527"	"B"	"C"	"Si"	"A"	"Coche"
"528"	"528"	"A"	"B"	"Si"	"C"	"Coche"
"529"	"529"	"A"	"B"	"Si"	"C"	"Coche"
"530"	"530"	"B"	"A"	"Si"	"C"	"Cabra"
"531"	"531"	"B"	"A"	"No"	"B"	"Coche"
"532"	"532"	"C"	"A"	"Si"	"B"	"Cabra"
"533"	"533"	"A"	"B"	"Si"	"C"	"Cabra"
"534"	"534"	"A"	"C"	"Si"	"B"	"Cabra"
"535"	"535"	"C"	"B"	"No"	"C"	"Coche"
"536"	"536"	"C"	"A"	"No"	"C"	"Cabra"
"537"	"537"	"C"	"B"	"Si"	"A"	"Cabra"
"538"	"538"	"B"	"A"	"Si"	"C"	"Cabra"
"539"	"539"	"B"	"A"	"No"	"B"	"Cabra"
"540"	"540"	"B"	"C"	"No"	"B"	"Cabra"
"541"	"541"	"A"	"C"	"Si"	"B"	"Coche"
"542"	"542"	"B"	"C"	"Si"	"A"	"Coche"
"543"	"543"	"A"	"B"	"No"	"A"	"Cabra"
"544"	"544"	"A"	"C"	"Si"	"B"	"Coche"
"545"	"545"	"A"	"B"	"Si"	"C"	"Cabra"
"546"	"546"	"C"	"B"	"No"	"C"	"Cabra"
"547"	"547"	"B"	"A"	"No"	"B"	"Cabra"
"548"	"548"	"C"	"B"	"No"	"C"	"Cabra"
"549"	"549"	"A"	"B"	"Si"	"C"	"Coche"
"550"	"550"	"B"	"A"	"Si"	"C"	"Cabra"
"551"	"551"	"B"	"C"	"No"	"B"	"Cabra"
"552"	"552"	"A"	"C"	"No"	"A"	"Coche"
"553"	"553"	"B"	"C"	"Si"	"A"	"Cabra"
"554"	"554"	"B"	"A"	"No"	"B"	"Cabra"
"555"	"555"	"C"	"A"	"No"	"C"	"Cabra"
"556"	"556"	"C"	"A"	"No"	"C"	"Cabra"
"557"	"557"	"C"	"B"	"No"	"C"	"Cabra"
"558"	"558"	"B"	"C"	"No"	"B"	"Cabra"
"559"	"559"	"A"	"C"	"No"	"A"	"Cabra"
"560"	"560"	"A"	"B"	"No"	"A"	"Cabra"
"561"	"561"	"B"	"A"	"Si"	"C"	"Cabra"
"562"	"562"	"B"	"C"	"No"	"B"	"Cabra"
"563"	"563"	"A"	"B"	"No"	"A"	"Cabra"
"564"	"564"	"A"	"C"	"Si"	"B"	"Coche"
"565"	"565"	"A"	"C"	"No"	"A"	"Cabra"
"566"	"566"	"B"	"A"	"No"	"B"	"Cabra"
"567"	"567"	"C"	"A"	"No"	"C"	"Coche"
"568"	"568"	"B"	"C"	"Si"	"A"	"Cabra"
"569"	"569"	"B"	"C"	"Si"	"A"	"Coche"
"570"	"570"	"A"	"C"	"No"	"A"	"Cabra"
"571"	"571"	"B"	"C"	"Si"	"A"	"Coche"
"572"	"572"	"B"	"A"	"Si"	"C"	"Coche"
"573"	"573"	"A"	"C"	"No"	"A"	"Coche"
"574"	"574"	"B"	"C"	"No"	"B"	"Coche"
"575"	"575"	"B"	"A"	"No"	"B"	"Cabra"
"576"	"576"	"A"	"B"	"Si"	"C"	"Coche"
"577"	"577"	"C"	"A"	"No"	"C"	"Coche"
"578"	"578"	"C"	"A"	"Si"	"B"	"Cabra"
"579"	"579"	"A"	"C"	"Si"	"B"	"Cabra"
"580"	"580"	"B"	"A"	"No"	"B"	"Cabra"
"581"	"581"	"B"	"C"	"No"	"B"	"Coche"
"582"	"582"	"A"	"B"	"Si"	"C"	"Cabra"
"583"	"583"	"A"	"B"	"Si"	"C"	"Cabra"
"584"	"584"	"C"	"B"	"Si"	"A"	"Coche"
"585"	"585"	"C"	"A"	"Si"	"B"	"Coche"
"586"	"586"	"B"	"A"	"Si"	"C"	"Cabra"
"587"	"587"	"B"	"C"	"Si"	"A"	"Coche"
"588"	"588"	"B"	"C"	"No"	"B"	"Cabra"
"589"	"589"	"C"	"B"	"Si"	"A"	"Coche"
"590"	"590"	"B"	"C"	"Si"	"A"	"Cabra"
"591"	"591"	"A"	"C"	"Si"	"B"	"Coche"
"592"	"592"	"C"	"B"	"No"	"C"	"Cabra"
"593"	"593"	"B"	"A"	"No"	"B"	"Coche"
"594"	"594"	"A"	"C"	"Si"	"B"	"Coche"
"595"	"595"	"A"	"B"	"Si"	"C"	"Cabra"
"596"	"596"	"A"	"C"	"No"	"A"	"Coche"
"597"	"597"	"A"	"B"	"Si"	"C"	"Cabra"
"598"	"598"	"B"	"A"	"No"	"B"	"Cabra"
"599"	"599"	"A"	"B"	"Si"	"C"	"Cabra"
"600"	"600"	"B"	"C"	"Si"	"A"	"Coche"
"601"	"601"	"C"	"A"	"No"	"C"	"Cabra"
"602"	"602"	"C"	"A"	"Si"	"B"	"Coche"
"603"	"603"	"A"	"C"	"No"	"A"	"Coche"
"604"	"604"	"C"	"B"	"Si"	"A"	"Coche"
"605"	"605"	"C"	"B"	"No"	"C"	"Coche"
"606"	"606"	"A"	"C"	"No"	"A"	"Cabra"
"607"	"607"	"A"	"C"	"No"	"A"	"Coche"
"608"	"608"	"C"	"A"	"No"	"C"	"Cabra"
"609"	"609"	"B"	"C"	"No"	"B"	"Coche"
"610"	"610"	"B"	"C"	"No"	"B"	"Coche"
"611"	"611"	"A"	"B"	"No"	"A"	"Cabra"
"612"	"612"	"A"	"B"	"No"	"A"	"Cabra"
"613"	"613"	"B"	"C"	"Si"	"A"	"Coche"
"614"	"614"	"B"	"A"	"No"	"B"	"Coche"
"615"	"615"	"B"	"C"	"No"	"B"	"Coche"
"616"	"616"	"B"	"C"	"No"	"B"	"Cabra"
"617"	"617"	"A"	"B"	"No"	"A"	"Cabra"
"618"	"618"	"A"	"B"	"Si"	"C"	"Cabra"
"619"	"619"	"B"	"A"	"No"	"B"	"Coche"
"620"	"620"	"A"	"B"	"No"	"A"	"Coche"
"621"	"621"	"A"	"C"	"No"	"A"	"Cabra"
"622"	"622"	"B"	"C"	"No"	"B"	"Coche"
"623"	"623"	"C"	"B"	"No"	"C"	"Coche"
"624"	"624"	"A"	"C"	"No"	"A"	"Cabra"
"625"	"625"	"C"	"B"	"No"	"C"	"Cabra"
"626"	"626"	"A"	"C"	"No"	"A"	"Cabra"
"627"	"627"	"A"	"B"	"Si"	"C"	"Coche"
"628"	"628"	"B"	"C"	"No"	"B"	"Cabra"
"629"	"629"	"B"	"C"	"Si"	"A"	"Coche"
"630"	"630"	"C"	"A"	"Si"	"B"	"Coche"
"631"	"631"	"A"	"B"	"Si"	"C"	"Coche"
"632"	"632"	"A"	"B"	"No"	"A"	"Cabra"
"633"	"633"	"B"	"A"	"Si"	"C"	"Cabra"
"634"	"634"	"C"	"A"	"No"	"C"	"Cabra"
"635"	"635"	"B"	"A"	"No"	"B"	"Cabra"
"636"	"636"	"A"	"B"	"Si"	"C"	"Cabra"
"637"	"637"	"C"	"B"	"Si"	"A"	"Coche"
"638"	"638"	"C"	"B"	"Si"	"A"	"Coche"
"639"	"639"	"B"	"A"	"Si"	"C"	"Coche"
"640"	"640"	"A"	"C"	"No"	"A"	"Cabra"
"641"	"641"	"C"	"A"	"Si"	"B"	"Cabra"
"642"	"642"	"B"	"A"	"Si"	"C"	"Cabra"
"643"	"643"	"A"	"B"	"No"	"A"	"Coche"
"644"	"644"	"C"	"B"	"No"	"C"	"Coche"
"645"	"645"	"B"	"C"	"Si"	"A"	"Cabra"
"646"	"646"	"B"	"A"	"No"	"B"	"Cabra"
"647"	"647"	"B"	"C"	"No"	"B"	"Cabra"
"648"	"648"	"B"	"C"	"Si"	"A"	"Cabra"
"649"	"649"	"C"	"A"	"No"	"C"	"Coche"
"650"	"650"	"B"	"C"	"Si"	"A"	"Cabra"
"651"	"651"	"A"	"C"	"Si"	"B"	"Coche"
"652"	"652"	"C"	"B"	"No"	"C"	"Cabra"
"653"	"653"	"C"	"B"	"No"	"C"	"Coche"
"654"	"654"	"C"	"B"	"No"	"C"	"Cabra"
"655"	"655"	"C"	"B"	"No"	"C"	"Cabra"
"656"	"656"	"A"	"B"	"No"	"A"	"Cabra"
"657"	"657"	"A"	"C"	"No"	"A"	"Cabra"
"658"	"658"	"B"	"A"	"No"	"B"	"Cabra"
"659"	"659"	"A"	"B"	"No"	"A"	"Cabra"
"660"	"660"	"C"	"A"	"Si"	"B"	"Coche"
"661"	"661"	"A"	"C"	"No"	"A"	"Coche"
"662"	"662"	"A"	"B"	"Si"	"C"	"Coche"
"663"	"663"	"C"	"B"	"Si"	"A"	"Coche"
"664"	"664"	"C"	"B"	"No"	"C"	"Cabra"
"665"	"665"	"C"	"A"	"Si"	"B"	"Cabra"
"666"	"666"	"B"	"C"	"Si"	"A"	"Coche"
"667"	"667"	"B"	"A"	"Si"	"C"	"Cabra"
"668"	"668"	"C"	"A"	"No"	"C"	"Cabra"
"669"	"669"	"A"	"B"	"Si"	"C"	"Cabra"
"670"	"670"	"A"	"C"	"Si"	"B"	"Coche"
"671"	"671"	"A"	"C"	"Si"	"B"	"Coche"
"672"	"672"	"C"	"B"	"No"	"C"	"Coche"
"673"	"673"	"C"	"A"	"Si"	"B"	"Coche"
"674"	"674"	"A"	"B"	"No"	"A"	"Cabra"
"675"	"675"	"A"	"C"	"No"	"A"	"Cabra"
"676"	"676"	"B"	"A"	"Si"	"C"	"Coche"
"677"	"677"	"A"	"C"	"No"	"A"	"Cabra"
"678"	"678"	"C"	"A"	"Si"	"B"	"Coche"
"679"	"679"	"A"	"C"	"Si"	"B"	"Cabra"
"680"	"680"	"A"	"B"	"No"	"A"	"Coche"
"681"	"681"	"A"	"C"	"Si"	"B"	"Coche"
"682"	"682"	"A"	"B"	"No"	"A"	"Cabra"
"683"	"683"	"C"	"B"	"No"	"C"	"Cabra"
"684"	"684"	"A"	"B"	"Si"	"C"	"Coche"
"685"	"685"	"B"	"A"	"No"	"B"	"Coche"
"686"	"686"	"B"	"C"	"Si"	"A"	"Cabra"
"687"	"687"	"B"	"A"	"Si"	"C"	"Coche"
"688"	"688"	"B"	"A"	"No"	"B"	"Coche"
"689"	"689"	"A"	"C"	"No"	"A"	"Cabra"
"690"	"690"	"A"	"C"	"No"	"A"	"Coche"
"691"	"691"	"C"	"A"	"No"	"C"	"Cabra"
"692"	"692"	"B"	"A"	"No"	"B"	"Coche"
"693"	"693"	"A"	"B"	"Si"	"C"	"Cabra"
"694"	"694"	"B"	"C"	"Si"	"A"	"Cabra"
"695"	"695"	"C"	"B"	"Si"	"A"	"Coche"
"696"	"696"	"B"	"C"	"Si"	"A"	"Coche"
"697"	"697"	"C"	"A"	"Si"	"B"	"Cabra"
"698"	"698"	"B"	"C"	"Si"	"A"	"Cabra"
"699"	"699"	"B"	"A"	"Si"	"C"	"Cabra"
"700"	"700"	"C"	"B"	"No"	"C"	"Coche"
"701"	"701"	"B"	"C"	"No"	"B"	"Cabra"
"702"	"702"	"A"	"B"	"Si"	"C"	"Coche"
"703"	"703"	"C"	"A"	"Si"	"B"	"Coche"
"704"	"704"	"A"	"C"	"Si"	"B"	"Coche"
"705"	"705"	"C"	"A"	"No"	"C"	"Cabra"
"706"	"706"	"A"	"B"	"No"	"A"	"Cabra"
"707"	"707"	"A"	"B"	"Si"	"C"	"Cabra"
"708"	"708"	"B"	"A"	"Si"	"C"	"Coche"
"709"	"709"	"B"	"C"	"No"	"B"	"Cabra"
"710"	"710"	"B"	"C"	"Si"	"A"	"Coche"
"711"	"711"	"B"	"C"	"Si"	"A"	"Coche"
"712"	"712"	"B"	"C"	"Si"	"A"	"Cabra"
"713"	"713"	"C"	"A"	"Si"	"B"	"Cabra"
"714"	"714"	"C"	"B"	"No"	"C"	"Cabra"
"715"	"715"	"B"	"C"	"Si"	"A"	"Cabra"
"716"	"716"	"A"	"C"	"No"	"A"	"Cabra"
"717"	"717"	"B"	"A"	"Si"	"C"	"Coche"
"718"	"718"	"B"	"C"	"No"	"B"	"Coche"
"719"	"719"	"C"	"B"	"Si"	"A"	"Cabra"
"720"	"720"	"A"	"C"	"No"	"A"	"Coche"
"721"	"721"	"B"	"C"	"No"	"B"	"Coche"
"722"	"722"	"C"	"B"	"Si"	"A"	"Coche"
"723"	"723"	"B"	"A"	"Si"	"C"	"Coche"
"724"	"724"	"C"	"B"	"No"	"C"	"Cabra"
"725"	"725"	"B"	"C"	"No"	"B"	"Cabra"
"726"	"726"	"B"	"A"	"No"	"B"	"Cabra"
"727"	"727"	"B"	"A"	"No"	"B"	"Coche"
"728"	"728"	"B"	"C"	"Si"	"A"	"Coche"
"729"	"729"	"B"	"A"	"No"	"B"	"Cabra"
"730"	"730"	"B"	"A"	"Si"	"C"	"Coche"
"731"	"731"	"C"	"B"	"Si"	"A"	"Cabra"
"732"	"732"	"A"	"B"	"No"	"A"	"Coche"
"733"	"733"	"C"	"A"	"Si"	"B"	"Coche"
"734"	"734"	"C"	"B"	"No"	"C"	"Cabra"
"735"	"735"	"C"	"A"	"No"	"C"	"Cabra"
"736"	"736"	"B"	"A"	"Si"	"C"	"Coche"
"737"	"737"	"C"	"B"	"Si"	"A"	"Cabra"
"738"	"738"	"C"	"A"	"Si"	"B"	"Cabra"
"739"	"739"	"A"	"B"	"No"	"A"	"Cabra"
"740"	"740"	"C"	"A"	"No"	"C"	"Cabra"
"741"	"741"	"A"	"C"	"No"	"A"	"Cabra"
"742"	"742"	"B"	"A"	"No"	"B"	"Cabra"
"743"	"743"	"A"	"C"	"Si"	"B"	"Coche"
"744"	"744"	"A"	"C"	"No"	"A"	"Cabra"
"745"	"745"	"C"	"A"	"No"	"C"	"Cabra"
"746"	"746"	"B"	"C"	"No"	"B"	"Cabra"
"747"	"747"	"B"	"A"	"Si"	"C"	"Coche"
"748"	"748"	"A"	"B"	"No"	"A"	"Coche"
"749"	"749"	"B"	"A"	"No"	"B"	"Cabra"
"750"	"750"	"C"	"B"	"Si"	"A"	"Cabra"
"751"	"751"	"C"	"A"	"Si"	"B"	"Coche"
"752"	"752"	"A"	"C"	"Si"	"B"	"Coche"
"753"	"753"	"A"	"B"	"Si"	"C"	"Cabra"
"754"	"754"	"C"	"B"	"No"	"C"	"Cabra"
"755"	"755"	"B"	"C"	"Si"	"A"	"Coche"
"756"	"756"	"B"	"A"	"Si"	"C"	"Coche"
"757"	"757"	"B"	"A"	"No"	"B"	"Cabra"
"758"	"758"	"C"	"B"	"No"	"C"	"Cabra"
"759"	"759"	"A"	"B"	"Si"	"C"	"Coche"
"760"	"760"	"C"	"B"	"No"	"C"	"Cabra"
"761"	"761"	"B"	"A"	"No"	"B"	"Coche"
"762"	"762"	"B"	"A"	"Si"	"C"	"Coche"
"763"	"763"	"B"	"C"	"Si"	"A"	"Coche"
"764"	"764"	"A"	"B"	"No"	"A"	"Cabra"
"765"	"765"	"A"	"C"	"Si"	"B"	"Coche"
"766"	"766"	"C"	"B"	"Si"	"A"	"Coche"
"767"	"767"	"C"	"A"	"No"	"C"	"Cabra"
"768"	"768"	"C"	"B"	"No"	"C"	"Cabra"
"769"	"769"	"C"	"B"	"Si"	"A"	"Coche"
"770"	"770"	"A"	"C"	"No"	"A"	"Coche"
"771"	"771"	"B"	"C"	"Si"	"A"	"Cabra"
"772"	"772"	"A"	"B"	"No"	"A"	"Cabra"
"773"	"773"	"B"	"A"	"No"	"B"	"Coche"
"774"	"774"	"C"	"A"	"No"	"C"	"Cabra"
"775"	"775"	"C"	"B"	"Si"	"A"	"Cabra"
"776"	"776"	"B"	"A"	"Si"	"C"	"Coche"
"777"	"777"	"B"	"C"	"Si"	"A"	"Coche"
"778"	"778"	"C"	"B"	"No"	"C"	"Cabra"
"779"	"779"	"B"	"A"	"No"	"B"	"Cabra"
"780"	"780"	"A"	"C"	"Si"	"B"	"Cabra"
"781"	"781"	"B"	"A"	"Si"	"C"	"Coche"
"782"	"782"	"C"	"A"	"No"	"C"	"Cabra"
"783"	"783"	"C"	"B"	"Si"	"A"	"Cabra"
"784"	"784"	"C"	"B"	"No"	"C"	"Cabra"
"785"	"785"	"B"	"A"	"No"	"B"	"Cabra"
"786"	"786"	"C"	"B"	"No"	"C"	"Cabra"
"787"	"787"	"B"	"A"	"Si"	"C"	"Cabra"
"788"	"788"	"B"	"C"	"No"	"B"	"Cabra"
"789"	"789"	"A"	"C"	"No"	"A"	"Cabra"
"790"	"790"	"A"	"C"	"Si"	"B"	"Cabra"
"791"	"791"	"A"	"B"	"No"	"A"	"Cabra"
"792"	"792"	"C"	"B"	"Si"	"A"	"Cabra"
"793"	"793"	"B"	"C"	"Si"	"A"	"Coche"
"794"	"794"	"A"	"C"	"No"	"A"	"Coche"
"795"	"795"	"B"	"C"	"Si"	"A"	"Coche"
"796"	"796"	"B"	"C"	"No"	"B"	"Cabra"
"797"	"797"	"A"	"C"	"No"	"A"	"Coche"
"798"	"798"	"A"	"B"	"Si"	"C"	"Coche"
"799"	"799"	"C"	"B"	"Si"	"A"	"Cabra"
"800"	"800"	"A"	"C"	"No"	"A"	"Cabra"
"801"	"801"	"A"	"B"	"No"	"A"	"Cabra"
"802"	"802"	"C"	"B"	"Si"	"A"	"Cabra"
"803"	"803"	"C"	"B"	"Si"	"A"	"Cabra"
"804"	"804"	"B"	"C"	"Si"	"A"	"Coche"
"805"	"805"	"B"	"C"	"Si"	"A"	"Coche"
"806"	"806"	"A"	"C"	"Si"	"B"	"Coche"
"807"	"807"	"C"	"A"	"No"	"C"	"Coche"
"808"	"808"	"B"	"A"	"No"	"B"	"Cabra"
"809"	"809"	"C"	"A"	"Si"	"B"	"Cabra"
"810"	"810"	"C"	"B"	"Si"	"A"	"Coche"
"811"	"811"	"A"	"C"	"Si"	"B"	"Coche"
"812"	"812"	"B"	"C"	"Si"	"A"	"Cabra"
"813"	"813"	"A"	"C"	"Si"	"B"	"Coche"
"814"	"814"	"C"	"A"	"Si"	"B"	"Coche"
"815"	"815"	"C"	"B"	"No"	"C"	"Coche"
"816"	"816"	"B"	"A"	"No"	"B"	"Cabra"
"817"	"817"	"C"	"B"	"No"	"C"	"Coche"
"818"	"818"	"C"	"B"	"No"	"C"	"Coche"
"819"	"819"	"B"	"A"	"Si"	"C"	"Coche"
"820"	"820"	"A"	"C"	"No"	"A"	"Cabra"
"821"	"821"	"B"	"C"	"Si"	"A"	"Cabra"
"822"	"822"	"B"	"C"	"No"	"B"	"Cabra"
"823"	"823"	"A"	"B"	"No"	"A"	"Cabra"
"824"	"824"	"A"	"B"	"Si"	"C"	"Cabra"
"825"	"825"	"C"	"A"	"Si"	"B"	"Coche"
"826"	"826"	"C"	"A"	"No"	"C"	"Cabra"
"827"	"827"	"A"	"C"	"No"	"A"	"Coche"
"828"	"828"	"C"	"B"	"No"	"C"	"Coche"
"829"	"829"	"A"	"C"	"Si"	"B"	"Coche"
"830"	"830"	"C"	"A"	"No"	"C"	"Cabra"
"831"	"831"	"A"	"C"	"No"	"A"	"Cabra"
"832"	"832"	"A"	"C"	"No"	"A"	"Cabra"
"833"	"833"	"B"	"C"	"No"	"B"	"Cabra"
"834"	"834"	"C"	"A"	"No"	"C"	"Cabra"
"835"	"835"	"B"	"C"	"Si"	"A"	"Cabra"
"836"	"836"	"C"	"A"	"No"	"C"	"Coche"
"837"	"837"	"B"	"C"	"No"	"B"	"Coche"
"838"	"838"	"C"	"B"	"No"	"C"	"Cabra"
"839"	"839"	"A"	"B"	"Si"	"C"	"Coche"
"840"	"840"	"A"	"B"	"Si"	"C"	"Cabra"
"841"	"841"	"B"	"C"	"No"	"B"	"Cabra"
"842"	"842"	"A"	"C"	"No"	"A"	"Cabra"
"843"	"843"	"C"	"B"	"Si"	"A"	"Coche"
"844"	"844"	"A"	"C"	"No"	"A"	"Coche"
"845"	"845"	"C"	"A"	"Si"	"B"	"Cabra"
"846"	"846"	"C"	"B"	"No"	"C"	"Coche"
"847"	"847"	"C"	"B"	"No"	"C"	"Cabra"
"848"	"848"	"C"	"A"	"No"	"C"	"Cabra"
"849"	"849"	"C"	"B"	"No"	"C"	"Cabra"
"850"	"850"	"C"	"A"	"Si"	"B"	"Coche"
"851"	"851"	"C"	"B"	"Si"	"A"	"Coche"
"852"	"852"	"A"	"B"	"Si"	"C"	"Cabra"
"853"	"853"	"A"	"B"	"No"	"A"	"Coche"
"854"	"854"	"B"	"C"	"Si"	"A"	"Coche"
"855"	"855"	"B"	"A"	"Si"	"C"	"Cabra"
"856"	"856"	"A"	"B"	"No"	"A"	"Coche"
"857"	"857"	"B"	"C"	"No"	"B"	"Cabra"
"858"	"858"	"C"	"B"	"Si"	"A"	"Coche"
"859"	"859"	"C"	"B"	"Si"	"A"	"Coche"
"860"	"860"	"C"	"A"	"Si"	"B"	"Cabra"
"861"	"861"	"A"	"C"	"No"	"A"	"Coche"
"862"	"862"	"C"	"A"	"No"	"C"	"Coche"
"863"	"863"	"B"	"C"	"Si"	"A"	"Cabra"
"864"	"864"	"B"	"A"	"No"	"B"	"Cabra"
"865"	"865"	"A"	"B"	"No"	"A"	"Cabra"
"866"	"866"	"B"	"A"	"Si"	"C"	"Coche"
"867"	"867"	"C"	"A"	"Si"	"B"	"Coche"
"868"	"868"	"A"	"C"	"Si"	"B"	"Coche"
"869"	"869"	"B"	"A"	"Si"	"C"	"Cabra"
"870"	"870"	"A"	"C"	"No"	"A"	"Cabra"
"871"	"871"	"A"	"C"	"No"	"A"	"Cabra"
"872"	"872"	"B"	"A"	"Si"	"C"	"Coche"
"873"	"873"	"B"	"C"	"Si"	"A"	"Coche"
"874"	"874"	"C"	"B"	"No"	"C"	"Cabra"
"875"	"875"	"A"	"B"	"No"	"A"	"Cabra"
"876"	"876"	"A"	"B"	"No"	"A"	"Cabra"
"877"	"877"	"A"	"B"	"Si"	"C"	"Coche"
"878"	"878"	"B"	"C"	"Si"	"A"	"Coche"
"879"	"879"	"A"	"C"	"No"	"A"	"Cabra"
"880"	"880"	"B"	"C"	"Si"	"A"	"Cabra"
"881"	"881"	"A"	"B"	"No"	"A"	"Coche"
"882"	"882"	"B"	"A"	"Si"	"C"	"Coche"
"883"	"883"	"A"	"C"	"Si"	"B"	"Coche"
"884"	"884"	"C"	"B"	"No"	"C"	"Cabra"
"885"	"885"	"C"	"B"	"No"	"C"	"Cabra"
"886"	"886"	"B"	"A"	"Si"	"C"	"Coche"
"887"	"887"	"B"	"C"	"No"	"B"	"Cabra"
"888"	"888"	"A"	"C"	"No"	"A"	"Cabra"
"889"	"889"	"C"	"A"	"Si"	"B"	"Coche"
"890"	"890"	"B"	"C"	"Si"	"A"	"Cabra"
"891"	"891"	"A"	"B"	"No"	"A"	"Cabra"
"892"	"892"	"B"	"A"	"Si"	"C"	"Coche"
"893"	"893"	"C"	"B"	"No"	"C"	"Coche"
"894"	"894"	"C"	"B"	"Si"	"A"	"Cabra"
"895"	"895"	"B"	"A"	"No"	"B"	"Cabra"
"896"	"896"	"A"	"B"	"No"	"A"	"Cabra"
"897"	"897"	"C"	"B"	"No"	"C"	"Coche"
